Count of A1C Result Value,A1c Min Value,A1c Avg Value,A1c Max Value
1,9.2,9.2,9.2
5,7.2,8.5,11.5
4,6.3,6.55,6.9
4,7.7,7.9,8.2
10,6.3,8.42,11.8
4,5.4,5.58,5.8
6,6.4,7.67,10
12,6.2,8.75,12.9
5,7.1,8.74,9.7
1,10.7,10.7,10.7
1,13.7,13.7,13.7
2,5.7,5.8,5.9
5,9,9.6,10.2
1,13.2,13.2,13.2
6,5.6,6.07,6.6
2,8.3,9.15,10
2,6.9,7.65,8.4
3,5.6,7,8.8
4,7.2,8.35,9.4
6,7.2,8.48,9.7
8,5.8,8.03,8.9
6,7.1,7.67,8.8
2,5.3,5.35,5.4
2,7.3,7.8,8.3
1,12.4,12.4,12.4
5,7.2,9.56,13.1
3,5.4,5.43,5.5
5,6.2,7.84,11.5
6,7.9,8.5,9.7
4,7.7,8.98,10.2
3,8.6,9.5,10.1
3,8.7,10.2,12
8,6.4,6.99,7.8
5,9.2,11.02,12.6
4,6.8,9.35,12.3
3,5.9,5.93,6
6,6.9,7.48,8
3,6.9,7.1,7.3
5,7.5,8.58,9.5
6,9.9,10.9,11.6
7,9.2,9.73,10.5
4,6.6,8.95,10.5
4,7.5,12.68,15.7
5,6.8,7.38,7.9
1,8.7,8.7,8.7
4,8.1,8.48,9
13,5.7,7.17,8.6
2,14,14,14
3,8.1,9.43,11.7
3,5.2,9.97,13.4
7,6.6,7.66,10.4
2,8.6,11.3,14
9,7.3,8.09,9.3
5,5.6,7.42,9
4,8.9,10.7,12.3
3,9.3,9.93,11
9,10.2,11.06,12.7
2,8.1,8.45,8.8
5,8.1,9.68,11.8
5,11.7,12.76,14
6,7.2,8.47,10.4
9,7.3,9.33,12.1
4,5.6,5.78,6
3,6.1,9,10.8
4,9,9.33,9.5
1,11.2,11.2,11.2
3,7.1,7.77,8.6
6,6.7,7.53,8.3
1,7.3,7.3,7.3
2,8.6,8.95,9.3
2,10,10.55,11.1
5,6.8,10.22,11.7
5,5.2,5.52,6.1
7,5.5,5.87,6.1
9,8.1,9.77,12.4
2,7.5,9.15,10.8
6,10.3,13.35,15.8
5,8.4,10.64,11.8
6,5.4,5.62,5.8
2,9.1,9.95,10.8
5,6.8,7.14,7.4
4,6.4,7.1,7.7
10,6.4,6.92,7.5
4,6.1,6.68,7.7
1,9,9,9
2,7.3,7.65,8
1,6.7,6.7,6.7
10,6.5,9.59,15.9
3,9.7,10.13,10.4
3,6,6.23,6.4
3,10,10.27,10.6
6,7.5,8.73,10.5
5,7.7,8.68,9.6
5,7.2,7.76,8.8
1,9.6,9.6,9.6
11,6.1,7.41,8.9
8,8.4,8.9,9.3
4,11.7,11.95,12.4
4,7.7,9.5,12.2
2,5.4,5.7,6
9,7.1,7.46,7.9
2,12.2,13.55,14.9
6,7.5,8.48,9.3
10,6.3,6.81,8
3,6,6.27,6.7
5,10.7,13.96,17.8
3,8.6,9.17,10.1
4,8.2,8.5,9.2
2,10.3,12.1,13.9
5,6.7,6.92,7.6
5,8.5,9.16,10
3,7,10.43,14
1,11.1,11.1,11.1
3,6,6.2,6.4
2,11.3,11.65,12
2,9,9.05,9.1
6,8.5,9.17,9.9
4,10.3,11.4,12.7
2,7.7,7.7,7.7
2,7.9,7.95,8
4,6.1,7.25,8.5
6,7.3,8.45,9.3
2,5.9,5.9,5.9
4,6.2,8.68,12.6
5,5.9,6.14,6.3
3,7,8,9.1
6,8.6,9.37,10.2
4,6.4,6.53,6.8
6,6.3,7.2,8.3
1,9.2,9.2,9.2
4,5.6,5.73,5.8
1,7.8,7.8,7.8
3,8.5,8.87,9.3
3,8.5,8.57,8.6
5,7.1,8.6,10
12,6,9.71,11.3
2,9.7,10.05,10.4
1,8.3,8.3,8.3
8,6.8,7.56,8.9
4,8.8,9.98,11.4
5,11.5,12.14,13.1
6,7,7.77,8.8
2,14,15.3,16.6
5,7,7.3,7.8
3,6.1,6.2,6.3
3,7.4,8.37,10
5,7.1,8.38,11.9
4,6,6.8,7.9
7,6.2,6.86,8.2
3,6,6.67,7.2
3,4.8,5.3,5.8
9,5.6,8.32,14.6
2,7,7.1,7.2
10,5.2,7.28,8.9
6,7,7.5,8.3
3,7.8,9.4,11.8
3,9.7,12.47,14.3
8,7.7,8.63,9.6
7,5.7,6.09,6.5
2,11.1,12.35,13.6
4,5.3,5.5,5.8
4,8,9.43,11.4
6,6.9,7.27,7.5
4,13.6,14.23,15.4
6,7,7.88,8.5
9,8.6,9.14,10
6,4.9,5.22,5.6
2,14,14.5,15
4,14,15.38,16.2
5,10.7,14.2,18.2
7,7.4,8.13,11.6
3,7.5,8,8.5
8,7.3,8.23,9.1
1,8.3,8.3,8.3
9,7.4,8.47,9.2
2,10.1,11.1,12.1
3,4.8,4.83,4.9
3,6.2,6.23,6.3
5,5.7,6.96,8.4
5,8.7,8.98,9.5
6,10,11.7,13
2,9,9.15,9.3
2,5.4,5.4,5.4
6,7.4,8.23,9.2
6,6.2,6.93,8.1
3,5.2,5.43,5.7
8,12.9,13.54,14.5
5,7.6,8.92,10
6,6.4,7.05,8.2
9,5.7,6.3,7
2,5.1,5.35,5.6
4,8.5,9.05,9.8
2,7,7.35,7.7
6,7.1,7.62,8.3
2,4.5,7,9.5
6,7.3,9.97,15.6
7,7.3,8.99,11.3
3,5.7,6.73,7.5
4,6.1,8.53,12.3
2,14.6,15.1,15.6
6,7.5,8.7,10
4,5.3,5.65,6
5,5.4,6.92,10.2
3,6.6,6.83,7
1,8.4,8.4,8.4
10,5.1,6.3,8.6
4,8.9,10.28,11.6
7,5.9,6.67,7.8
2,10,12,14
4,10.5,11.23,13.2
8,6.5,8.46,12.3
2,9.5,10.15,10.8
4,11.7,13.68,15.6
2,5.6,5.65,5.7
4,7.1,7.3,7.6
3,5.1,5.23,5.4
1,11,11,11
5,6.4,7.44,8.1
3,10.4,11.07,11.5
2,9.7,10.05,10.4
5,12,13.42,14.7
3,10.8,12.27,13.7
1,11.2,11.2,11.2
4,5.7,6.2,6.6
5,7.4,8.74,9.5
5,6.4,7.22,7.6
4,7.3,8.05,8.3
5,7.6,8.64,9.5
3,8.8,10.13,10.8
2,10.9,11.2,11.5
8,6.2,7.4,8.2
6,6,6.07,6.2
3,9.8,10.03,10.5
11,13.6,14.32,15.8
5,6.7,7.88,9.4
3,7.9,8.43,8.8
4,7.1,8.75,9.5
11,5.8,6.86,8
6,6.8,7.93,9.1
4,7.3,7.88,8.5
8,7.6,10.24,13
1,9,9,9
5,8.2,9.6,11.8
5,5.1,5.8,7
5,6.9,8.7,12.2
3,8.6,9.83,11.5
3,7.1,10.13,12.2
7,7.8,8.67,10.9
3,9.2,9.37,9.5
4,7.2,8.63,11
5,6.1,8.54,11.6
2,7.9,8.25,8.6
5,6.6,7.46,8
7,10.3,11.03,11.9
1,9.6,9.6,9.6
2,10.3,11.15,12
3,12.4,13,14
2,6.3,8.15,10
5,8.9,10.44,13
3,5.1,5.17,5.2
4,8.8,10.6,12.2
5,11.2,11.88,12.7
4,6.7,8.58,10
2,9.8,10.9,12
5,7.7,10.26,12.2
1,6,6,6
3,6,6.5,6.8
5,5.8,6.14,6.4
2,8.6,10.3,12
3,6.6,6.9,7.2
4,6.3,7.28,8.2
2,5.4,5.95,6.5
5,7.7,8.12,8.4
7,12.5,13.99,16
4,6,6.45,7.1
7,11.5,14.26,16.3
3,6.6,6.83,7.2
3,7.2,8.17,9
3,6.3,6.53,6.7
6,6.9,8.12,8.8
1,6.6,6.6,6.6
2,10.7,11.15,11.6
4,4.8,8.05,14.4
3,12.6,13.4,14.6
1,11.2,11.2,11.2
3,10.1,10.87,11.3
7,5.6,6.27,7
3,11.2,13.07,14
2,3.9,4.1,4.3
2,10.4,10.8,11.2
3,6.1,7.77,9.6
2,11.1,13.05,15
8,6.5,6.84,7.3
3,7.4,9.77,11.1
4,9.4,11.6,14
7,7.5,7.79,8.2
4,5.4,6.1,6.8
3,5.7,5.77,5.8
3,8.8,9.83,10.6
4,9.9,10.73,11.6
4,7.6,8.13,8.6
3,9.2,11.67,14
3,14,15.27,17.8
4,11,12.35,14
4,8.6,10.68,14
2,8.2,8.4,8.6
2,9.4,9.7,10
1,4.9,4.9,4.9
3,7.9,8.43,9.3
4,6.8,7.23,7.5
5,6.5,8.42,10.4
4,5.8,5.95,6
6,7,7.37,7.9
4,5.7,6.05,6.5
5,5.7,6.9,7.5
4,4.9,6.25,9.3
6,5.5,6.5,7.8
2,7.9,8.15,8.4
5,5.3,7.38,11.9
5,6,6.52,7.4
9,8.8,10.24,11
3,8.6,9.8,11.3
3,6.7,8.13,9.2
4,6.3,6.43,6.6
7,7,7.87,10.2
3,6.5,6.5,6.5
4,7.5,8.03,8.6
3,6.6,10.37,12.5
2,9.2,9.9,10.6
3,5.4,7.97,12.4
3,11.8,12.87,14.3
4,8.5,11.45,13.5
2,5.2,5.3,5.4
4,7.8,8.93,9.5
7,7.1,7.71,8.6
3,11.6,11.67,11.8
2,6.4,7.75,9.1
4,6.7,9.4,11.3
2,9.1,9.6,10.1
3,10.8,13.1,14.6
5,6.6,6.72,7.1
1,10.6,10.6,10.6
3,5.5,5.73,5.9
4,5.7,6.03,6.4
9,8.4,10.09,13.8
6,11.5,12.52,14
2,6.9,7.05,7.2
4,8.6,10.08,13.8
5,6.4,7.16,8.3
1,6.7,6.7,6.7
7,6.8,7.73,9.3
3,6.4,7.1,7.6
1,6.8,6.8,6.8
3,5.5,6.47,7.6
2,5.8,5.8,5.8
4,9.7,11.38,12.6
2,5.6,6.95,8.3
5,9.4,10,10.6
7,6.7,7.89,10.6
6,6.3,9.2,13
5,5.7,7.46,9.1
4,7.7,8.5,9.3
3,10.4,11.7,13.5
2,10.2,10.5,10.8
6,9.5,11.05,14
7,7.1,7.56,8.6
5,5.7,5.98,6.5
3,9.4,10.4,11.5
4,7.8,8.5,9.8
4,6.3,6.88,7.1
9,7.5,8.74,9.8
7,7.2,8.04,10
4,5.7,5.83,6
4,7.6,8,8.6
4,6.7,9.73,12.9
2,10.3,10.4,10.5
7,5.5,6.69,7.4
6,7.5,9.17,11.7
2,7.2,11.65,16.1
3,5.1,5.13,5.2
8,6.2,7.55,11.9
4,6.4,7.23,8
3,7,8.03,9
3,7.9,9.93,11.1
4,5.3,5.6,6.2
6,6.6,7.53,9.1
2,7.1,10.55,14
2,7.2,7.75,8.3
2,6,6.1,6.2
4,6.3,6.4,6.5
8,5.7,7.3,9
6,7,7.85,10
2,7.1,7.55,8
4,8.9,9.45,9.7
3,5.3,5.47,5.6
4,6.5,6.73,7.1
8,5.5,8.06,11.3
1,6.1,6.1,6.1
4,7.1,7.7,8.8
1,11.6,11.6,11.6
5,9.6,10.12,10.7
1,6.7,6.7,6.7
1,9,9,9
4,8.2,8.63,9.1
7,9.1,10.43,11
5,5.8,6.86,9.1
6,8,8.68,9.5
4,10.6,11.35,12.3
3,8,9.83,12.5
3,6.1,6.77,7.8
5,8.6,8.86,9.6
4,8.6,10.15,12
5,8.2,9.82,11.2
2,8.4,8.8,9.2
4,5.6,7.58,9
2,7.7,8.15,8.6
8,7.5,8.73,9.7
4,5.2,5.43,5.6
5,6.1,6.3,6.7
5,4.5,6.16,10.9
4,6.5,7.73,10.8
7,5.7,8.59,10
7,6.7,8.37,10.8
9,6.4,7.56,8.4
5,11.4,12.6,14.3
4,7.2,7.5,8.1
6,6.8,9.67,14
2,7.3,7.45,7.6
6,6.4,7.77,9.1
4,7.3,8.28,9.3
4,9.5,11.3,13.1
4,5.3,7,7.7
2,6.8,7.3,7.8
5,7.5,8.26,10.3
3,5.4,5.47,5.6
5,6.7,6.88,7.2
6,6.3,6.48,6.8
1,13.6,13.6,13.6
6,7.1,7.33,7.5
12,7,9.58,12
7,6.1,6.5,6.9
4,7,8.53,9.3
6,8.3,9.47,10.9
8,6.8,7.93,10.3
2,5.4,5.45,5.5
3,8.6,9.1,10
10,5.9,8.1,10.2
7,8.5,10.26,11.3
3,8,8.47,8.9
2,9.3,9.4,9.5
2,11.7,12.2,12.7
1,10.7,10.7,10.7
4,6.4,7.43,9
2,8.1,8.15,8.2
8,6.3,7.7,8.9
4,9.4,10.95,13.7
2,8.2,8.85,9.5
3,4.8,5.9,6.8
1,11.2,11.2,11.2
3,8.5,8.57,8.6
4,6.1,6.9,8
4,8.6,9.6,10.2
3,7.6,10.2,11.8
5,6.9,9.1,10.3
3,7.1,7.6,8
1,5.1,5.1,5.1
4,11,12,14
8,6.6,7.18,7.9
4,8.9,9.15,9.4
1,6.4,6.4,6.4
2,10.3,10.5,10.7
8,6.4,6.81,8.4
1,5.2,5.2,5.2
5,5.7,6.2,6.6
3,5.8,6.07,6.3
7,6,8.76,15.7
2,8,8.5,9
8,7.1,9.26,13.9
6,7.7,9.02,11.4
6,6.3,6.88,7.4
2,11.7,11.7,11.7
4,9.6,11.13,11.8
2,7.5,7.55,7.6
5,4.9,5.1,5.4
4,6,6.23,6.6
4,7,9.63,14
4,10.7,12,13.4
1,11,11,11
8,7.4,9.5,10.9
4,5.8,6.33,7.2
6,6.3,7.58,8.6
6,8.5,10.42,12.8
3,6.4,6.67,7.1
2,5.9,6.5,7.1
2,7.6,9.1,10.6
5,6.6,7.3,8
5,7.6,7.9,8.2
6,5.5,6.47,7.8
5,9,11.52,14.2
4,5.7,6.2,6.5
4,11.7,12.58,13.4
6,8.2,11.05,17.5
1,9.2,9.2,9.2
6,6.1,6.5,7.1
6,5.6,6.18,7.4
5,11.3,11.94,12.9
10,5,7.25,9.7
9,7.1,7.59,8.1
3,7.4,7.5,7.6
5,7.5,7.84,8.1
3,7.1,7.23,7.4
2,7.8,7.95,8.1
4,7.3,8.08,9
3,5,5.3,5.6
5,8.6,11.16,14
4,5.9,6.45,6.8
1,10.4,10.4,10.4
2,15.9,16.05,16.2
5,6.5,6.92,7.9
4,6.7,7,7.2
6,6.4,7.08,7.9
2,10.4,10.8,11.2
5,6.5,7.9,9
6,7.7,8.82,10.1
5,6.4,7.9,10.2
5,7.5,7.84,8.1
2,5.9,6.55,7.2
3,9.9,10.53,11.4
6,8.1,10.48,12
3,6.1,9.8,12.4
9,6,6.9,8.5
6,8.7,10.02,11.2
7,5.3,5.49,5.7
4,6.1,6.6,6.9
6,7.2,8.72,11.2
9,7.9,10.24,11.6
5,5.8,6.04,6.4
4,10.7,11.68,12.2
12,6.6,8.23,9.6
4,6.2,6.45,7
1,7.2,7.2,7.2
7,6,6.46,7.2
4,8.9,9.85,10.8
4,5.1,5.25,5.5
10,6.1,6.5,6.9
3,6.2,6.57,6.8
2,4.6,4.65,4.7
3,5,5.17,5.4
1,9.1,9.1,9.1
3,6.6,7.3,8.4
4,6.3,6.85,7.5
3,9,9.87,11.4
2,7.2,7.35,7.5
2,7,7.5,8
3,5.8,5.97,6.1
5,7.1,9.26,15.7
2,8.8,8.85,8.9
4,6.3,6.58,6.9
2,6.6,7.05,7.5
6,8.9,11.33,13.8
5,6.7,7.5,8.7
2,6.6,7.05,7.5
6,6.6,8.9,12
7,5.6,6.2,7.9
2,5.9,6.5,7.1
6,9.1,9.48,9.8
3,6.8,7.83,8.5
9,5.2,5.47,6.3
6,7.8,8.37,8.9
2,6.9,6.95,7
6,6.1,7.38,9.1
6,5,5.3,5.6
6,12.2,13.15,14.1
3,9.1,9.43,9.6
2,6.4,6.7,7
4,7.6,8.3,8.8
4,5.5,5.88,6.6
3,6.8,7.3,7.6
3,6.6,7.03,7.4
3,11.4,12.03,12.9
2,6.6,6.7,6.8
5,5.2,5.5,5.7
4,7.5,8.03,8.6
1,8.6,8.6,8.6
3,10.9,11.5,12.2
11,4.7,6.15,8.7
3,10.6,11.43,12
4,7,7.4,8
8,7.3,8.46,9.3
2,6,6,6
5,6,6.26,6.5
7,5,5.57,7.2
4,7.4,7.8,8.1
8,7.4,8.73,10
6,7.8,10.23,12.8
3,8.8,10.07,10.9
3,5.3,5.73,6.3
3,6.8,7.4,8.4
2,5.6,6.25,6.9
4,4.5,4.8,4.9
4,6.4,6.55,6.8
4,7,7.53,8.4
1,9.2,9.2,9.2
2,11.1,11.1,11.1
4,6.5,6.73,7
5,6.3,7.24,8.4
3,6.2,8.17,11.4
2,11.6,12.8,14
4,6.2,7.03,8
5,6.9,7.54,8.7
6,5.9,7.47,9.1
3,6.8,7.17,7.4
2,5.7,6.1,6.5
1,10.7,10.7,10.7
4,6.7,8.33,10.4
4,7.6,9.4,11
5,6.7,6.96,7.4
1,10.4,10.4,10.4
7,5.9,6.37,6.9
7,6.7,7.33,7.8
3,5,5.1,5.2
2,7.1,7.8,8.5
4,5.7,9.53,13.3
5,6.8,7.02,7.3
3,6.6,7.57,9.4
6,6.1,6.95,8
2,6,6.15,6.3
3,9.5,9.63,9.8
6,7.6,8.1,8.7
5,5.1,8.18,11.7
7,6.2,7.59,9.5
5,11.4,12.5,14
11,4.1,4.48,4.7
5,6.4,10.32,13.8
6,6,6.63,7.1
1,6.7,6.7,6.7
7,7.7,10.16,11.2
6,8.2,11.12,13
5,9.9,11.42,13
4,9.1,9.88,10.7
3,5.4,5.43,5.5
4,6.5,6.95,7.4
2,11.9,12.95,14
1,10.7,10.7,10.7
5,5.2,5.68,6.2
4,6.8,7.75,10
2,8.1,9.65,11.2
1,8.9,8.9,8.9
7,4.6,5.36,6
2,8.5,8.6,8.7
5,5.9,6.44,7.3
4,6.9,7.18,7.6
3,8.3,8.97,9.5
6,5.7,7.43,11.8
5,6.3,7.64,8.6
5,6.1,6.28,6.4
6,6.1,6.55,7.1
5,7.3,8.74,10
5,5.7,5.88,6.2
6,8,8.83,9.7
5,9.3,11.26,13.2
4,5.8,6.08,6.3
3,6.5,6.93,7.3
2,6.8,6.85,6.9
1,10.1,10.1,10.1
7,7.5,9.31,11.3
11,6.4,6.93,7.4
3,5.5,6.7,7.4
8,7,7.84,9.2
4,7.6,8.7,9.7
3,10.9,11.7,13
5,5.8,6.5,7.2
8,7.2,7.96,9.9
6,5.8,6.6,7.2
1,8.1,8.1,8.1
3,6.2,6.43,6.7
6,6.8,7.68,9.2
2,12,12.45,12.9
3,5.7,7.5,10.6
5,7.2,7.54,8
3,7.1,7.77,8.5
5,9.2,10.98,13.9
6,6.9,8.57,10.1
7,6.8,7.44,8.1
2,7.3,7.5,7.7
5,7.9,8.5,9.5
3,6.4,7.87,10
3,14,14.27,14.8
4,6.7,7.13,7.6
11,6.2,7.65,8.4
5,6.5,7.14,8.9
6,7,7.98,8.9
3,5.8,6,6.3
3,6.7,7.57,8.7
5,5.9,6.94,9.8
6,8,10.33,12.2
6,6.8,7.62,8.3
4,6.3,6.9,7.5
6,6,7.1,10
1,6.5,6.5,6.5
2,8.3,8.35,8.4
3,7.9,8.47,9.3
5,5.2,5.6,6.4
6,5.9,6.47,7.3
2,12.6,13.3,14
2,7.3,8.85,10.4
6,6.1,6.78,7.3
2,6.9,6.9,6.9
5,6,6.12,6.2
3,8.3,9.57,10.8
3,5.5,5.6,5.7
4,6.2,6.9,8.2
4,6.4,8.3,12
3,7.8,9,10.4
5,5.7,6.7,7.7
7,5.1,5.26,5.5
5,6,6.28,6.5
7,6.9,7.66,8.6
1,7.2,7.2,7.2
7,8.6,10.3,11.7
7,5.3,7.7,12
5,5.9,6.86,7.7
3,6.4,6.57,6.7
3,6.4,6.67,7.1
5,6.6,8.4,11.2
8,5.8,7.98,9.6
4,5.9,7.5,8.7
3,6.7,7.47,8.5
4,10.5,12.6,14
4,5.6,6.28,7
4,8.8,10.78,12.1
2,5.7,5.75,5.8
3,8.6,8.97,9.6
6,6.3,7.4,8.3
3,9.5,11.5,13.6
4,5.2,5.25,5.4
3,8.6,9.07,9.9
7,5.3,7.2,11.3
6,8.5,11.02,12.1
4,5.7,5.95,6.1
3,6.9,7.9,8.5
5,8.1,9.36,10.9
6,5.7,7.7,11.2
3,6.3,6.37,6.4
3,7.5,8.57,9.3
3,7.3,8.43,10
4,7.5,8.8,10.9
4,5.6,6.33,7
4,8.2,9.13,10.4
6,6.2,7.03,9.1
3,7.8,8.27,8.6
3,10.8,11.17,11.9
4,7.9,10.65,14
1,6.2,6.2,6.2
5,6.3,7.68,11.4
1,14.2,14.2,14.2
3,6.8,7.4,8
2,6.2,6.35,6.5
3,6.4,6.7,7
3,6.5,7,7.4
5,6.1,6.7,7.5
3,7,9.17,12.5
4,6.9,7.33,7.9
5,7.1,7.44,8
7,8.7,10.46,11.7
3,12.1,12.8,13.4
11,5.6,5.97,6.2
1,16.4,16.4,16.4
5,7.1,10,15.8
5,6.4,8.12,10.3
1,5.2,5.2,5.2
4,9.8,10.65,11.1
6,5.9,8.67,12.6
2,7.6,8.2,8.8
1,11.3,11.3,11.3
3,8.1,10.07,11.6
8,12.4,13.89,15
3,6.5,7.23,8.4
2,6.4,6.4,6.4
5,5.8,5.9,6
6,7.9,10.22,11.2
3,7,8.53,9.6
3,5.7,5.8,5.9
4,6,7.03,8.3
6,7.8,9.73,12.2
7,6.3,7.51,8.9
3,6.7,7.27,7.6
4,9.8,10.28,11.6
3,8.2,12.03,15.2
2,11.9,12,12.1
3,7.1,7.63,8
3,7.1,7.27,7.4
1,5.9,5.9,5.9
4,6.9,7.15,7.3
3,8.6,9.5,10.8
6,7.8,11.4,14.6
8,5.9,6.54,7.4
7,7,7.96,8.4
9,5.6,9.01,11.8
3,8.2,11.4,13.4
2,7.8,7.95,8.1
3,9.1,9.5,10.3
1,11.2,11.2,11.2
4,7.8,9.03,9.8
2,7.6,8,8.4
4,6.5,6.75,7.1
2,7.4,7.45,7.5
7,6.7,8.5,10
6,6.4,8.53,13
5,6,6.98,7.8
4,7.1,7.5,8
2,10.1,10.4,10.7
1,5.5,5.5,5.5
4,7.3,7.68,8.2
4,8.3,9.58,10.5
12,5.5,6.82,9
4,7.5,9,10.5
7,6.9,7.7,8.4
1,9.2,9.2,9.2
8,10.9,11.9,13.6
4,6.8,8.83,12
1,9,9,9
4,7.2,7.63,8
3,14,14.67,15
3,9.6,10.23,10.6
2,7,7.25,7.5
6,6.6,6.87,7.4
4,10.3,10.95,11.7
2,11.8,12.9,14
8,6.3,7.03,8.1
5,9.4,11.62,14
3,8.5,9.83,10.9
7,5.4,5.94,6.5
4,6.3,6.83,7.2
4,7.8,8.4,9
2,7,7.45,7.9
1,11.5,11.5,11.5
6,6.2,7.3,7.8
8,6.1,9.63,11.6
4,8.6,9.83,11.4
1,5.6,5.6,5.6
2,8.5,8.55,8.6
4,8.3,9.2,10.2
4,5.6,5.75,5.9
4,6.6,7.03,7.7
6,9.5,11.28,12.5
1,5.2,5.2,5.2
5,5.9,6.34,7.4
3,9.7,10.4,11.3
2,12,12.1,12.2
3,6.2,6.27,6.3
5,6.2,6.78,7.6
3,5.5,5.6,5.7
3,7.5,9.8,11.8
6,7.1,7.42,7.9
3,12.8,13.6,15.1
2,5.4,5.55,5.7
7,6,7.29,9
4,5.3,5.48,5.7
1,7.2,7.2,7.2
4,6.1,7.6,9.2
6,7.5,8.47,9.6
10,6.7,7.47,8.1
2,7.3,7.4,7.5
2,7,7.1,7.2
6,9.1,10.6,11.7
6,7.9,8.72,10
6,7.2,8.47,9.5
4,6.5,6.9,7.7
7,7.4,7.7,8.2
1,5.5,5.5,5.5
2,8.1,10.05,12
4,5.6,6.25,7.1
5,6.2,9.52,14.1
1,15.7,15.7,15.7
6,8.6,10.33,12.8
4,7.4,8.95,10.8
11,7.9,10.03,13.5
4,7.5,9.65,13.8
2,10.3,11.8,13.3
3,7.2,8.6,10
3,6.3,6.67,7.3
8,5.6,8.58,13.5
4,9.5,10.05,10.7
3,5.3,5.4,5.5
4,6.8,9.08,12.7
4,6,6.25,6.5
2,8.1,8.4,8.7
2,6.5,6.8,7.1
3,6.6,7.2,7.8
8,6.9,8.16,8.9
6,7.5,8.4,9.2
2,7.2,7.35,7.5
5,5.1,5.3,5.4
6,8.1,10.77,13.3
6,5.2,5.73,6.4
5,6.3,6.52,6.8
4,7.5,9.73,11.6
1,10.6,10.6,10.6
3,6.7,7.03,7.2
1,8.6,8.6,8.6
7,7.6,8.33,9.4
3,7.5,8.13,8.9
2,7.4,10.5,13.6
3,5.5,6.7,7.7
1,14,14,14
3,7.6,9.53,12
10,7.6,8.65,9.9
1,10.9,10.9,10.9
6,6.9,7.28,7.5
2,5.2,5.25,5.3
1,13.7,13.7,13.7
5,7.4,8.04,9.2
4,5.3,5.53,5.9
2,6.6,8.55,10.5
4,6.6,7.08,7.7
4,8.9,10.35,12.4
7,6.1,6.69,7.5
3,7.3,7.73,8.2
2,7.8,7.95,8.1
4,7.9,8.33,8.9
5,5.4,5.7,6
1,7.5,7.5,7.5
4,8.6,9.45,10.2
6,6.1,6.95,7.7
1,10.5,10.5,10.5
5,5.8,6.12,6.5
7,5.3,6.39,10
2,8.6,8.95,9.3
1,10.3,10.3,10.3
6,6.1,6.28,6.5
3,7.7,9.6,10.9
4,7.1,8.4,9.9
3,5.9,5.93,6
8,8.4,9.51,11.3
2,8.1,8.1,8.1
3,7.2,7.87,8.4
2,6.2,6.35,6.5
4,6.4,8.48,10.1
6,5.7,6.82,7.8
4,10,10.9,12.1
5,5.5,5.76,6
4,7,7.6,8.9
5,6,6.14,6.2
4,7.6,8.05,8.8
8,8.8,9.59,10.4
3,6.3,6.33,6.4
2,8.6,10.1,11.6
1,6,6,6
7,8.4,9.19,10
4,7.8,7.95,8.1
3,5.6,6.3,7.4
7,7.4,9.51,11.1
5,6.7,9.96,12
3,8.1,9.6,12.1
5,6.7,7.1,7.8
3,6.2,7.9,9.5
5,7.8,8.64,9.9
5,7.8,10.02,13.5
1,5.9,5.9,5.9
4,7.7,8.13,8.7
4,8.3,12.1,17.1
3,5.1,5.17,5.2
4,6.7,7.95,8.7
3,5.8,5.93,6.1
5,5.5,5.6,5.9
2,10.6,10.8,11
3,7.8,9.23,10.1
3,8.2,10.27,11.5
4,6.4,6.55,6.6
3,6.2,7.17,8
7,5.6,5.93,6.6
6,5.8,6.58,7
1,5.1,5.1,5.1
4,5.6,5.85,6.2
2,6.8,6.9,7
3,10.6,11.93,14
2,8.4,9.7,11
4,6.8,7.6,8.5
1,10.1,10.1,10.1
4,6.4,8.08,11.7
7,6.4,6.73,7.3
6,7.6,7.95,8.7
3,7.4,7.4,7.4
2,5.4,5.4,5.4
5,7.7,8.5,9
13,5.4,6.38,8
3,6.1,7.07,7.8
4,7.3,7.9,8.2
1,10.9,10.9,10.9
1,8.7,8.7,8.7
15,7.1,9.05,11.3
4,6.6,7.7,9.2
2,8.7,9.55,10.4
6,7.6,8,8.8
2,5.7,5.8,5.9
2,6,6.3,6.6
8,9.2,11.48,14
4,6.5,7.28,8.2
2,6.2,6.25,6.3
9,7.7,9.49,12.6
5,6.1,6.62,7.4
5,7.7,9,10.6
4,8.9,9.15,9.5
6,6.2,7.08,8.3
4,8,9.28,9.8
2,7.1,7.65,8.2
1,8.1,8.1,8.1
4,8.7,10.83,12.1
1,5.5,5.5,5.5
4,5.5,5.65,5.9
4,9.6,11,11.9
2,7,7.15,7.3
4,6.9,7.85,8.6
4,6.6,8.6,9.5
7,6.9,7.7,8.4
4,6.4,6.95,7.5
1,12.9,12.9,12.9
5,5.6,6.66,7.9
1,11.7,11.7,11.7
8,4.1,4.61,5.2
1,9.7,9.7,9.7
7,7.1,7.59,8.4
2,5.2,5.65,6.1
3,6.5,7.4,7.9
4,5.9,8.55,10.9
6,6.9,7.45,8.4
2,7.8,8.25,8.7
4,8.9,9.83,11.3
5,6.4,6.78,6.9
2,5.7,5.75,5.8
5,6.4,6.92,7.7
5,7,8.1,9.6
1,8.6,8.6,8.6
1,6.9,6.9,6.9
4,9.8,11.3,12.2
4,6.8,8.55,11.1
5,8.6,9.8,11
4,7.1,7.63,8.4
3,6.1,7.83,9.5
